final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,avg_turnover,total_turnover
2326864.900272917,1.3268649002729171,0.1568109161207143,-0.2648132450952168,0.6998395258540949,0.5922,0.7216,0.8,2.2992,9.1967,1,129.4,5,0.836617,0.490248,-0.0537,0.00344,5.025768
