final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,avg_turnover,total_turnover
1703339.3908697686,0.7033393908697685,0.09621538543373087,-0.3942364051380817,0.45253988448913673,0.2441,0.5353,0.75,1.2173,3.6519,1,210.2,4,0.836617,-0.133277,-0.1923,0.002773,4.052055
