timestamp,code,side,price,qty,reason,pnl,holding_days,return_pct
2023-02-08,BTC-USDT,buy,23254.0412,42.981787,signal,0.0,0,0.0
2023-09-13,BTC-USDT,sell,25827.18,42.981787,signal,110598.1012,217,11.07
2023-10-31,BTC-USDT,buy,34491.9774,31.424136,signal,0.0,0,0.0
2024-08-11,BTC-USDT,sell,60893.0482,31.424136,signal,829630.8417,285,76.54
2024-10-29,BTC-USDT,buy,69997.1911,26.6069,signal,0.0,0,0.0
2025-04-08,BTC-USDT,sell,79123.6584,26.6069,signal,242827.0021,161,13.04
2025-05-23,BTC-USDT,buy,111752.0681,18.472112,signal,0.0,0,0.0
2025-11-17,BTC-USDT,sell,94214.3193,18.472112,signal,-323959.2607,178,-15.69
